"Code";"Name";"Period";"Unemployed";"Year";"Value";"Measure Unit";"Attribute";
0661000;"City with powiat status Biała Podlaska";"as of the end of December";"females";"2024";773;"person";"";
0661000;"City with powiat status Biała Podlaska";"as of the end of December";"males";"2024";908;"person";"";
0661000;"City with powiat status Biała Podlaska";"as of the end of December";"below 25 years";"2024";169;"person";"";
0661000;"City with powiat status Biała Podlaska";"as of the end of December";"below 30 years";"2024";350;"person";"";
0661000;"City with powiat status Biała Podlaska";"as of the end of December";"over 50 years";"2024";421;"person";"";
0661000;"City with powiat status Biała Podlaska";"as of the end of December";"long-term unemployed";"2024";892;"person";"";
0662000;"City with powiat status Chełm";"as of the end of December";"total";"2024";1685;"person";"";
0662000;"City with powiat status Chełm";"as of the end of December";"females";"2024";876;"person";"";
0662000;"City with powiat status Chełm";"as of the end of December";"males";"2024";809;"person";"";
0662000;"City with powiat status Chełm";"as of the end of December";"below 25 years";"2024";176;"person";"";
0662000;"City with powiat status Chełm";"as of the end of December";"below 30 years";"2024";328;"person";"";
0662000;"City with powiat status Chełm";"as of the end of December";"over 50 years";"2024";447;"person";"";
0662000;"City with powiat status Chełm";"as of the end of December";"long-term unemployed";"2024";820;"person";"";
0663000;"City with powiat status Lublin";"as of the end of December";"total";"2024";7197;"person";"";
0663000;"City with powiat status Lublin";"as of the end of December";"females";"2024";3326;"person";"";
0663000;"City with powiat status Lublin";"as of the end of December";"males";"2024";3871;"person";"";
0663000;"City with powiat status Lublin";"as of the end of December";"below 25 years";"2024";575;"person";"";
0663000;"City with powiat status Lublin";"as of the end of December";"below 30 years";"2024";1438;"person";"";
0663000;"City with powiat status Lublin";"as of the end of December";"over 50 years";"2024";1949;"person";"";
0663000;"City with powiat status Lublin";"as of the end of December";"long-term unemployed";"2024";3751;"person";"";
0664000;"City with powiat status Zamość";"as of the end of December";"total";"2024";2007;"person";"";
0664000;"City with powiat status Zamość";"as of the end of December";"females";"2024";927;"person";"";
0664000;"City with powiat status Zamość";"as of the end of December";"males";"2024";1080;"person";"";
0664000;"City with powiat status Zamość";"as of the end of December";"below 25 years";"2024";177;"person";"";
0664000;"City with powiat status Zamość";"as of the end of December";"below 30 years";"2024";367;"person";"";
0664000;"City with powiat status Zamość";"as of the end of December";"over 50 years";"2024";561;"person";"";
0664000;"City with powiat status Zamość";"as of the end of December";"long-term unemployed";"2024";1139;"person";"";
0800000;"LUBUSKIE";"as of the end of December";"total";"2024";15926;"person";"";
0800000;"LUBUSKIE";"as of the end of December";"females";"2024";8480;"person";"";
0800000;"LUBUSKIE";"as of the end of December";"males";"2024";7446;"person";"";
0800000;"LUBUSKIE";"as of the end of December";"below 25 years";"2024";1932;"person";"";
0800000;"LUBUSKIE";"as of the end of December";"below 30 years";"2024";3585;"person";"";
0800000;"LUBUSKIE";"as of the end of December";"over 50 years";"2024";4522;"person";"";
0800000;"LUBUSKIE";"as of the end of December";"long-term unemployed";"2024";5955;"person";"";
0801000;"Powiat gorzowski";"as of the end of December";"total";"2024";888;"person";"";
0801000;"Powiat gorzowski";"as of the end of December";"females";"2024";481;"person";"";
0801000;"Powiat gorzowski";"as of the end of December";"males";"2024";407;"person";"";
0801000;"Powiat gorzowski";"as of the end of December";"below 25 years";"2024";136;"person";"";
0801000;"Powiat gorzowski";"as of the end of December";"below 30 years";"2024";240;"person";"";
0801000;"Powiat gorzowski";"as of the end of December";"over 50 years";"2024";233;"person";"";
0801000;"Powiat gorzowski";"as of the end of December";"long-term unemployed";"2024";269;"person";"";
0802000;"Powiat krośnieński";"as of the end of December";"total";"2024";881;"person";"";
0802000;"Powiat krośnieński";"as of the end of December";"females";"2024";498;"person";"";
0802000;"Powiat krośnieński";"as of the end of December";"males";"2024";383;"person";"";
0802000;"Powiat krośnieński";"as of the end of December";"below 25 years";"2024";118;"person";"";
0802000;"Powiat krośnieński";"as of the end of December";"below 30 years";"2024";209;"person";"";
0802000;"Powiat krośnieński";"as of the end of December";"over 50 years";"2024";237;"person";"";
0802000;"Powiat krośnieński";"as of the end of December";"long-term unemployed";"2024";330;"person";"";
0803000;"Powiat międzyrzecki";"as of the end of December";"total";"2024";1296;"person";"";
0803000;"Powiat międzyrzecki";"as of the end of December";"females";"2024";653;"person";"";
0803000;"Powiat międzyrzecki";"as of the end of December";"males";"2024";643;"person";"";
0803000;"Powiat międzyrzecki";"as of the end of December";"below 25 years";"2024";155;"person";"";
0803000;"Powiat międzyrzecki";"as of the end of December";"below 30 years";"2024";290;"person";"";
0803000;"Powiat międzyrzecki";"as of the end of December";"over 50 years";"2024";389;"person";"";
0803000;"Powiat międzyrzecki";"as of the end of December";"long-term unemployed";"2024";487;"person";"";
0804000;"Powiat nowosolski";"as of the end of December";"total";"2024";1587;"person";"";
0804000;"Powiat nowosolski";"as of the end of December";"females";"2024";868;"person";"";
0804000;"Powiat nowosolski";"as of the end of December";"males";"2024";719;"person";"";
0804000;"Powiat nowosolski";"as of the end of December";"below 25 years";"2024";211;"person";"";
0804000;"Powiat nowosolski";"as of the end of December";"below 30 years";"2024";384;"person";"";
0804000;"Powiat nowosolski";"as of the end of December";"over 50 years";"2024";441;"person";"";
0804000;"Powiat nowosolski";"as of the end of December";"long-term unemployed";"2024";632;"person";"";
0805000;"Powiat słubicki";"as of the end of December";"total";"2024";378;"person";"";
0805000;"Powiat słubicki";"as of the end of December";"females";"2024";201;"person";"";
0805000;"Powiat słubicki";"as of the end of December";"males";"2024";177;"person";"";
0805000;"Powiat słubicki";"as of the end of December";"below 25 years";"2024";40;"person";"";
0805000;"Powiat słubicki";"as of the end of December";"below 30 years";"2024";71;"person";"";
0805000;"Powiat słubicki";"as of the end of December";"over 50 years";"2024";148;"person";"";
0805000;"Powiat słubicki";"as of the end of December";"long-term unemployed";"2024";127;"person";"";
0806000;"Powiat strzelecko-drezdenecki";"as of the end of December";"total";"2024";1539;"person";"";
0806000;"Powiat strzelecko-drezdenecki";"as of the end of December";"females";"2024";824;"person";"";
0806000;"Powiat strzelecko-drezdenecki";"as of the end of December";"males";"2024";715;"person";"";
0806000;"Powiat strzelecko-drezdenecki";"as of the end of December";"below 25 years";"2024";223;"person";"";
0806000;"Powiat strzelecko-drezdenecki";"as of the end of December";"below 30 years";"2024";383;"person";"";
0806000;"Powiat strzelecko-drezdenecki";"as of the end of December";"over 50 years";"2024";480;"person";"";
0806000;"Powiat strzelecko-drezdenecki";"as of the end of December";"long-term unemployed";"2024";659;"person";"";
0807000;"Powiat sulęciński";"as of the end of December";"total";"2024";457;"person";"";
0807000;"Powiat sulęciński";"as of the end of December";"females";"2024";232;"person";"";
0807000;"Powiat sulęciński";"as of the end of December";"males";"2024";225;"person";"";
0807000;"Powiat sulęciński";"as of the end of December";"below 25 years";"2024";56;"person";"";
0807000;"Powiat sulęciński";"as of the end of December";"below 30 years";"2024";104;"person";"";
0807000;"Powiat sulęciński";"as of the end of December";"over 50 years";"2024";128;"person";"";
0807000;"Powiat sulęciński";"as of the end of December";"long-term unemployed";"2024";153;"person";"";
0808000;"Powiat świebodziński";"as of the end of December";"total";"2024";583;"person";"";
0808000;"Powiat świebodziński";"as of the end of December";"females";"2024";292;"person";"";
0808000;"Powiat świebodziński";"as of the end of December";"males";"2024";291;"person";"";
0808000;"Powiat świebodziński";"as of the end of December";"below 25 years";"2024";74;"person";"";
0808000;"Powiat świebodziński";"as of the end of December";"below 30 years";"2024";125;"person";"";
0808000;"Powiat świebodziński";"as of the end of December";"over 50 years";"2024";161;"person";"";
0808000;"Powiat świebodziński";"as of the end of December";"long-term unemployed";"2024";163;"person";"";
0809000;"Powiat zielonogórski";"as of the end of December";"total";"2024";1590;"person";"";
0809000;"Powiat zielonogórski";"as of the end of December";"females";"2024";823;"person";"";
0809000;"Powiat zielonogórski";"as of the end of December";"males";"2024";767;"person";"";
0809000;"Powiat zielonogórski";"as of the end of December";"below 25 years";"2024";177;"person";"";
0809000;"Powiat zielonogórski";"as of the end of December";"below 30 years";"2024";374;"person";"";
0809000;"Powiat zielonogórski";"as of the end of December";"over 50 years";"2024";407;"person";"";
0809000;"Powiat zielonogórski";"as of the end of December";"long-term unemployed";"2024";757;"person";"";
0810000;"Powiat żagański";"as of the end of December";"total";"2024";984;"person";"";
0810000;"Powiat żagański";"as of the end of December";"females";"2024";539;"person";"";
0810000;"Powiat żagański";"as of the end of December";"males";"2024";445;"person";"";
0810000;"Powiat żagański";"as of the end of December";"below 25 years";"2024";123;"person";"";
0810000;"Powiat żagański";"as of the end of December";"below 30 years";"2024";241;"person";"";
0810000;"Powiat żagański";"as of the end of December";"over 50 years";"2024";279;"person";"";
0810000;"Powiat żagański";"as of the end of December";"long-term unemployed";"2024";292;"person";"";
0811000;"Powiat żarski";"as of the end of December";"total";"2024";1515;"person";"";
0811000;"Powiat żarski";"as of the end of December";"females";"2024";849;"person";"";
0811000;"Powiat żarski";"as of the end of December";"males";"2024";666;"person";"";
0811000;"Powiat żarski";"as of the end of December";"below 25 years";"2024";189;"person";"";
0811000;"Powiat żarski";"as of the end of December";"below 30 years";"2024";339;"person";"";
0811000;"Powiat żarski";"as of the end of December";"over 50 years";"2024";438;"person";"";
0811000;"Powiat żarski";"as of the end of December";"long-term unemployed";"2024";660;"person";"";
0812000;"Powiat wschowski";"as of the end of December";"total";"2024";952;"person";"";
0812000;"Powiat wschowski";"as of the end of December";"females";"2024";539;"person";"";
0812000;"Powiat wschowski";"as of the end of December";"males";"2024";413;"person";"";
0812000;"Powiat wschowski";"as of the end of December";"below 25 years";"2024";159;"person";"";
0812000;"Powiat wschowski";"as of the end of December";"below 30 years";"2024";247;"person";"";
0812000;"Powiat wschowski";"as of the end of December";"over 50 years";"2024";256;"person";"";
0812000;"Powiat wschowski";"as of the end of December";"long-term unemployed";"2024";437;"person";"";
0861000;"City with powiat status Gorzów Wielkopolski";"as of the end of December";"total";"2024";1280;"person";"";
0861000;"City with powiat status Gorzów Wielkopolski";"as of the end of December";"females";"2024";690;"person";"";
0861000;"City with powiat status Gorzów Wielkopolski";"as of the end of December";"males";"2024";590;"person";"";
0861000;"City with powiat status Gorzów Wielkopolski";"as of the end of December";"below 25 years";"2024";115;"person";"";
0861000;"City with powiat status Gorzów Wielkopolski";"as of the end of December";"below 30 years";"2024";237;"person";"";
0861000;"City with powiat status Gorzów Wielkopolski";"as of the end of December";"over 50 years";"2024";374;"person";"";
0861000;"City with powiat status Gorzów Wielkopolski";"as of the end of December";"long-term unemployed";"2024";307;"person";"";
0862000;"City with powiat status Zielona Góra";"as of the end of December";"total";"2024";1996;"person";"";
0862000;"City with powiat status Zielona Góra";"as of the end of December";"females";"2024";991;"person";"";
0862000;"City with powiat status Zielona Góra";"as of the end of December";"males";"2024";1005;"person";"";
0862000;"City with powiat status Zielona Góra";"as of the end of December";"below 25 years";"2024";156;"person";"";
0862000;"City with powiat status Zielona Góra";"as of the end of December";"below 30 years";"2024";341;"person";"";
0862000;"City with powiat status Zielona Góra";"as of the end of December";"over 50 years";"2024";551;"person";"";
0862000;"City with powiat status Zielona Góra";"as of the end of December";"long-term unemployed";"2024";682;"person";"";
1000000;"ŁÓDZKIE";"as of the end of December";"total";"2024";53336;"person";"";
1000000;"ŁÓDZKIE";"as of the end of December";"females";"2024";26494;"person";"";
1000000;"ŁÓDZKIE";"as of the end of December";"males";"2024";26842;"person";"";
1000000;"ŁÓDZKIE";"as of the end of December";"below 25 years";"2024";5715;"person";"";
1000000;"ŁÓDZKIE";"as of the end of December";"below 30 years";"2024";10887;"person";"";
1000000;"ŁÓDZKIE";"as of the end of December";"over 50 years";"2024";15942;"person";"";
1000000;"ŁÓDZKIE";"as of the end of December";"long-term unemployed";"2024";26901;"person";"";
1001000;"Powiat bełchatowski";"as of the end of December";"total";"2024";2112;"person";"";
1001000;"Powiat bełchatowski";"as of the end of December";"females";"2024";1192;"person";"";
1001000;"Powiat bełchatowski";"as of the end of December";"males";"2024";920;"person";"";
1001000;"Powiat bełchatowski";"as of the end of December";"below 25 years";"2024";287;"person";"";
1001000;"Powiat bełchatowski";"as of the end of December";"below 30 years";"2024";514;"person";"";
1001000;"Powiat bełchatowski";"as of the end of December";"over 50 years";"2024";466;"person";"";
1001000;"Powiat bełchatowski";"as of the end of December";"long-term unemployed";"2024";1048;"person";"";
1002000;"Powiat kutnowski";"as of the end of December";"total";"2024";2832;"person";"";
1002000;"Powiat kutnowski";"as of the end of December";"females";"2024";1522;"person";"";
1002000;"Powiat kutnowski";"as of the end of December";"males";"2024";1310;"person";"";
1002000;"Powiat kutnowski";"as of the end of December";"below 25 years";"2024";340;"person";"";
1002000;"Powiat kutnowski";"as of the end of December";"below 30 years";"2024";667;"person";"";
1002000;"Powiat kutnowski";"as of the end of December";"over 50 years";"2024";688;"person";"";
1002000;"Powiat kutnowski";"as of the end of December";"long-term unemployed";"2024";1573;"person";"";
1003000;"Powiat łaski";"as of the end of December";"total";"2024";1277;"person";"";
1003000;"Powiat łaski";"as of the end of December";"females";"2024";574;"person";"";
1003000;"Powiat łaski";"as of the end of December";"males";"2024";703;"person";"";
1003000;"Powiat łaski";"as of the end of December";"below 25 years";"2024";163;"person";"";
1003000;"Powiat łaski";"as of the end of December";"below 30 years";"2024";313;"person";"";
1003000;"Powiat łaski";"as of the end of December";"over 50 years";"2024";362;"person";"";
1003000;"Powiat łaski";"as of the end of December";"long-term unemployed";"2024";599;"person";"";
1004000;"Powiat łęczycki";"as of the end of December";"total";"2024";924;"person";"";
1004000;"Powiat łęczycki";"as of the end of December";"females";"2024";443;"person";"";
1004000;"Powiat łęczycki";"as of the end of December";"males";"2024";481;"person";"";
1004000;"Powiat łęczycki";"as of the end of December";"below 25 years";"2024";116;"person";"";
1004000;"Powiat łęczycki";"as of the end of December";"below 30 years";"2024";199;"person";"";
1004000;"Powiat łęczycki";"as of the end of December";"over 50 years";"2024";291;"person";"";
1004000;"Powiat łęczycki";"as of the end of December";"long-term unemployed";"2024";476;"person";"";
1005000;"Powiat łowicki";"as of the end of December";"total";"2024";1214;"person";"";
1005000;"Powiat łowicki";"as of the end of December";"females";"2024";541;"person";"";
1005000;"Powiat łowicki";"as of the end of December";"males";"2024";673;"person";"";
1005000;"Powiat łowicki";"as of the end of December";"below 25 years";"2024";169;"person";"";
1005000;"Powiat łowicki";"as of the end of December";"below 30 years";"2024";290;"person";"";
1005000;"Powiat łowicki";"as of the end of December";"over 50 years";"2024";358;"person";"";
1005000;"Powiat łowicki";"as of the end of December";"long-term unemployed";"2024";591;"person";"";
1006000;"Powiat łódzki wschodni";"as of the end of December";"total";"2024";1634;"person";"";
1006000;"Powiat łódzki wschodni";"as of the end of December";"females";"2024";726;"person";"";
1006000;"Powiat łódzki wschodni";"as of the end of December";"males";"2024";908;"person";"";
1006000;"Powiat łódzki wschodni";"as of the end of December";"below 25 years";"2024";164;"person";"";
1006000;"Powiat łódzki wschodni";"as of the end of December";"below 30 years";"2024";296;"person";"";
1006000;"Powiat łódzki wschodni";"as of the end of December";"over 50 years";"2024";543;"person";"";
1006000;"Powiat łódzki wschodni";"as of the end of December";"long-term unemployed";"2024";915;"person";"";
1007000;"Powiat opoczyński";"as of the end of December";"total";"2024";2000;"person";"";
1007000;"Powiat opoczyński";"as of the end of December";"females";"2024";1056;"person";"";
1007000;"Powiat opoczyński";"as of the end of December";"males";"2024";944;"person";"";
1007000;"Powiat opoczyński";"as of the end of December";"below 25 years";"2024";294;"person";"";
1007000;"Powiat opoczyński";"as of the end of December";"below 30 years";"2024";492;"person";"";
1007000;"Powiat opoczyński";"as of the end of December";"over 50 years";"2024";520;"person";"";
1007000;"Powiat opoczyński";"as of the end of December";"long-term unemployed";"2024";950;"person";"";
1008000;"Powiat pabianicki";"as of the end of December";"total";"2024";2702;"person";"";
1008000;"Powiat pabianicki";"as of the end of December";"females";"2024";1247;"person";"";
1008000;"Powiat pabianicki";"as of the end of December";"males";"2024";1455;"person";"";
1008000;"Powiat pabianicki";"as of the end of December";"below 25 years";"2024";200;"person";"";
1008000;"Powiat pabianicki";"as of the end of December";"below 30 years";"2024";429;"person";"";
1008000;"Powiat pabianicki";"as of the end of December";"over 50 years";"2024";951;"person";"";
1008000;"Powiat pabianicki";"as of the end of December";"long-term unemployed";"2024";1326;"person";"";
1009000;"Powiat pajęczański";"as of the end of December";"total";"2024";1300;"person";"";
1009000;"Powiat pajęczański";"as of the end of December";"females";"2024";672;"person";"";
1009000;"Powiat pajęczański";"as of the end of December";"males";"2024";628;"person";"";
1009000;"Powiat pajęczański";"as of the end of December";"below 25 years";"2024";206;"person";"";
1009000;"Powiat pajęczański";"as of the end of December";"below 30 years";"2024";362;"person";"";
1009000;"Powiat pajęczański";"as of the end of December";"over 50 years";"2024";359;"person";"";
1009000;"Powiat pajęczański";"as of the end of December";"long-term unemployed";"2024";609;"person";"";
1010000;"Powiat piotrkowski";"as of the end of December";"total";"2024";1789;"person";"";
1010000;"Powiat piotrkowski";"as of the end of December";"females";"2024";908;"person";"";
1010000;"Powiat piotrkowski";"as of the end of December";"males";"2024";881;"person";"";
1010000;"Powiat piotrkowski";"as of the end of December";"below 25 years";"2024";280;"person";"";
1010000;"Powiat piotrkowski";"as of the end of December";"below 30 years";"2024";485;"person";"";
1010000;"Powiat piotrkowski";"as of the end of December";"over 50 years";"2024";459;"person";"";
1010000;"Powiat piotrkowski";"as of the end of December";"long-term unemployed";"2024";890;"person";"";
1011000;"Powiat poddębicki";"as of the end of December";"total";"2024";1112;"person";"";
1011000;"Powiat poddębicki";"as of the end of December";"females";"2024";502;"person";"";
1011000;"Powiat poddębicki";"as of the end of December";"males";"2024";610;"person";"";
1011000;"Powiat poddębicki";"as of the end of December";"below 25 years";"2024";159;"person";"";
1011000;"Powiat poddębicki";"as of the end of December";"below 30 years";"2024";292;"person";"";
1011000;"Powiat poddębicki";"as of the end of December";"over 50 years";"2024";307;"person";"";
1011000;"Powiat poddębicki";"as of the end of December";"long-term unemployed";"2024";648;"person";"";
1012000;"Powiat radomszczański";"as of the end of December";"total";"2024";2006;"person";"";
1012000;"Powiat radomszczański";"as of the end of December";"females";"2024";1131;"person";"";
1012000;"Powiat radomszczański";"as of the end of December";"males";"2024";875;"person";"";
1012000;"Powiat radomszczański";"as of the end of December";"below 25 years";"2024";259;"person";"";
1012000;"Powiat radomszczański";"as of the end of December";"below 30 years";"2024";474;"person";"";
1012000;"Powiat radomszczański";"as of the end of December";"over 50 years";"2024";572;"person";"";
1012000;"Powiat radomszczański";"as of the end of December";"long-term unemployed";"2024";832;"person";"";
1013000;"Powiat rawski";"as of the end of December";"total";"2024";555;"person";"";
1013000;"Powiat rawski";"as of the end of December";"females";"2024";272;"person";"";
1013000;"Powiat rawski";"as of the end of December";"males";"2024";283;"person";"";
1013000;"Powiat rawski";"as of the end of December";"below 25 years";"2024";76;"person";"";
1013000;"Powiat rawski";"as of the end of December";"below 30 years";"2024";136;"person";"";
1013000;"Powiat rawski";"as of the end of December";"over 50 years";"2024";156;"person";"";
1013000;"Powiat rawski";"as of the end of December";"long-term unemployed";"2024";224;"person";"";
1014000;"Powiat sieradzki";"as of the end of December";"total";"2024";2313;"person";"";
1014000;"Powiat sieradzki";"as of the end of December";"females";"2024";1153;"person";"";
1014000;"Powiat sieradzki";"as of the end of December";"males";"2024";1160;"person";"";
1014000;"Powiat sieradzki";"as of the end of December";"below 25 years";"2024";340;"person";"";
1014000;"Powiat sieradzki";"as of the end of December";"below 30 years";"2024";640;"person";"";
1014000;"Powiat sieradzki";"as of the end of December";"over 50 years";"2024";640;"person";"";
1014000;"Powiat sieradzki";"as of the end of December";"long-term unemployed";"2024";1120;"person";"";
1015000;"Powiat skierniewicki";"as of the end of December";"total";"2024";444;"person";"";
1015000;"Powiat skierniewicki";"as of the end of December";"females";"2024";241;"person";"";
1015000;"Powiat skierniewicki";"as of the end of December";"males";"2024";203;"person";"";
1015000;"Powiat skierniewicki";"as of the end of December";"below 25 years";"2024";74;"person";"";
1015000;"Powiat skierniewicki";"as of the end of December";"below 30 years";"2024";124;"person";"";
1015000;"Powiat skierniewicki";"as of the end of December";"over 50 years";"2024";123;"person";"";
1015000;"Powiat skierniewicki";"as of the end of December";"long-term unemployed";"2024";215;"person";"";
1016000;"Powiat tomaszowski";"as of the end of December";"total";"2024";3362;"person";"";
1016000;"Powiat tomaszowski";"as of the end of December";"females";"2024";1600;"person";"";
1016000;"Powiat tomaszowski";"as of the end of December";"males";"2024";1762;"person";"";
1016000;"Powiat tomaszowski";"as of the end of December";"below 25 years";"2024";398;"person";"";
1016000;"Powiat tomaszowski";"as of the end of December";"below 30 years";"2024";740;"person";"";
1016000;"Powiat tomaszowski";"as of the end of December";"over 50 years";"2024";898;"person";"";
1016000;"Powiat tomaszowski";"as of the end of December";"long-term unemployed";"2024";1638;"person";"";
1017000;"Powiat wieluński";"as of the end of December";"total";"2024";1599;"person";"";
1017000;"Powiat wieluński";"as of the end of December";"females";"2024";885;"person";"";
1017000;"Powiat wieluński";"as of the end of December";"males";"2024";714;"person";"";
1017000;"Powiat wieluński";"as of the end of December";"below 25 years";"2024";244;"person";"";
1017000;"Powiat wieluński";"as of the end of December";"below 30 years";"2024";418;"person";"";
1017000;"Powiat wieluński";"as of the end of December";"over 50 years";"2024";417;"person";"";
1017000;"Powiat wieluński";"as of the end of December";"long-term unemployed";"2024";929;"person";"";
1018000;"Powiat wieruszowski";"as of the end of December";"total";"2024";831;"person";"";
1018000;"Powiat wieruszowski";"as of the end of December";"females";"2024";447;"person";"";
1018000;"Powiat wieruszowski";"as of the end of December";"males";"2024";384;"person";"";
1018000;"Powiat wieruszowski";"as of the end of December";"below 25 years";"2024";161;"person";"";
1018000;"Powiat wieruszowski";"as of the end of December";"below 30 years";"2024";269;"person";"";
1018000;"Powiat wieruszowski";"as of the end of December";"over 50 years";"2024";213;"person";"";
1018000;"Powiat wieruszowski";"as of the end of December";"long-term unemployed";"2024";379;"person";"";
1019000;"Powiat zduńskowolski";"as of the end of December";"total";"2024";1654;"person";"";
1019000;"Powiat zduńskowolski";"as of the end of December";"females";"2024";836;"person";"";
1019000;"Powiat zduńskowolski";"as of the end of December";"males";"2024";818;"person";"";
1019000;"Powiat zduńskowolski";"as of the end of December";"below 25 years";"2024";197;"person";"";
1019000;"Powiat zduńskowolski";"as of the end of December";"below 30 years";"2024";341;"person";"";
1019000;"Powiat zduńskowolski";"as of the end of December";"over 50 years";"2024";506;"person";"";
1019000;"Powiat zduńskowolski";"as of the end of December";"long-term unemployed";"2024";826;"person";"";
1020000;"Powiat zgierski";"as of the end of December";"total";"2024";3399;"person";"";
1020000;"Powiat zgierski";"as of the end of December";"females";"2024";1643;"person";"";
1020000;"Powiat zgierski";"as of the end of December";"males";"2024";1756;"person";"";
1020000;"Powiat zgierski";"as of the end of December";"below 25 years";"2024";348;"person";"";
1020000;"Powiat zgierski";"as of the end of December";"below 30 years";"2024";647;"person";"";
1020000;"Powiat zgierski";"as of the end of December";"over 50 years";"2024";1085;"person";"";
1020000;"Powiat zgierski";"as of the end of December";"long-term unemployed";"2024";1539;"person";"";
1021000;"Powiat brzeziński";"as of the end of December";"total";"2024";693;"person";"";
1021000;"Powiat brzeziński";"as of the end of December";"females";"2024";306;"person";"";
1021000;"Powiat brzeziński";"as of the end of December";"males";"2024";387;"person";"";
1021000;"Powiat brzeziński";"as of the end of December";"below 25 years";"2024";87;"person";"";
1021000;"Powiat brzeziński";"as of the end of December";"below 30 years";"2024";161;"person";"";
1021000;"Powiat brzeziński";"as of the end of December";"over 50 years";"2024";187;"person";"";
1021000;"Powiat brzeziński";"as of the end of December";"long-term unemployed";"2024";365;"person";"";
1061000;"City with powiat status Łódź";"as of the end of December";"total";"2024";15159;"person";"";
1061000;"City with powiat status Łódź";"as of the end of December";"females";"2024";7273;"person";"";
1061000;"City with powiat status Łódź";"as of the end of December";"males";"2024";7886;"person";"";
1061000;"City with powiat status Łódź";"as of the end of December";"below 25 years";"2024";950;"person";"";
1061000;"City with powiat status Łódź";"as of the end of December";"below 30 years";"2024";2142;"person";"";
1061000;"City with powiat status Łódź";"as of the end of December";"over 50 years";"2024";5131;"person";"";
1061000;"City with powiat status Łódź";"as of the end of December";"long-term unemployed";"2024";7959;"person";"";
1062000;"City with powiat status Piotrków Trybunalski";"as of the end of December";"total";"2024";1676;"person";"";
1062000;"City with powiat status Piotrków Trybunalski";"as of the end of December";"females";"2024";859;"person";"";
1062000;"City with powiat status Piotrków Trybunalski";"as of the end of December";"males";"2024";817;"person";"";
1062000;"City with powiat status Piotrków Trybunalski";"as of the end of December";"below 25 years";"2024";146;"person";"";
1062000;"City with powiat status Piotrków Trybunalski";"as of the end of December";"below 30 years";"2024";324;"person";"";
1062000;"City with powiat status Piotrków Trybunalski";"as of the end of December";"over 50 years";"2024";478;"person";"";
1062000;"City with powiat status Piotrków Trybunalski";"as of the end of December";"long-term unemployed";"2024";859;"person";"";
1063000;"City with powiat status Skierniewice";"as of the end of December";"total";"2024";749;"person";"";
1063000;"City with powiat status Skierniewice";"as of the end of December";"females";"2024";465;"person";"";
1063000;"City with powiat status Skierniewice";"as of the end of December";"males";"2024";284;"person";"";
1063000;"City with powiat status Skierniewice";"as of the end of December";"below 25 years";"2024";57;"person";"";
1063000;"City with powiat status Skierniewice";"as of the end of December";"below 30 years";"2024";132;"person";"";
1063000;"City with powiat status Skierniewice";"as of the end of December";"over 50 years";"2024";232;"person";"";
1063000;"City with powiat status Skierniewice";"as of the end of December";"long-term unemployed";"2024";391;"person";"";
1200000;"MAŁOPOLSKIE";"as of the end of December";"total";"2024";60654;"person";"";
1200000;"MAŁOPOLSKIE";"as of the end of December";"females";"2024";31958;"person";"";
1200000;"MAŁOPOLSKIE";"as of the end of December";"males";"2024";28696;"person";"";
1200000;"MAŁOPOLSKIE";"as of the end of December";"below 25 years";"2024";9208;"person";"";
1200000;"MAŁOPOLSKIE";"as of the end of December";"below 30 years";"2024";16254;"person";"";
1200000;"MAŁOPOLSKIE";"as of the end of December";"over 50 years";"2024";15571;"person";"";
1200000;"MAŁOPOLSKIE";"as of the end of December";"long-term unemployed";"2024";27900;"person";"";
1201000;"Powiat bocheński";"as of the end of December";"total";"2024";897;"person";"";
1201000;"Powiat bocheński";"as of the end of December";"females";"2024";494;"person";"";
1201000;"Powiat bocheński";"as of the end of December";"males";"2024";403;"person";"";
1201000;"Powiat bocheński";"as of the end of December";"below 25 years";"2024";163;"person";"";
1201000;"Powiat bocheński";"as of the end of December";"below 30 years";"2024";263;"person";"";
1201000;"Powiat bocheński";"as of the end of December";"over 50 years";"2024";238;"person";"";
1201000;"Powiat bocheński";"as of the end of December";"long-term unemployed";"2024";346;"person";"";
1202000;"Powiat brzeski";"as of the end of December";"total";"2024";1582;"person";"";
1202000;"Powiat brzeski";"as of the end of December";"females";"2024";901;"person";"";
1202000;"Powiat brzeski";"as of the end of December";"males";"2024";681;"person";"";
1202000;"Powiat brzeski";"as of the end of December";"below 25 years";"2024";317;"person";"";
1202000;"Powiat brzeski";"as of the end of December";"below 30 years";"2024";509;"person";"";
1202000;"Powiat brzeski";"as of the end of December";"over 50 years";"2024";388;"person";"";
1202000;"Powiat brzeski";"as of the end of December";"long-term unemployed";"2024";750;"person";"";
1203000;"Powiat chrzanowski";"as of the end of December";"total";"2024";2405;"person";"";
1203000;"Powiat chrzanowski";"as of the end of December";"females";"2024";1273;"person";"";
1203000;"Powiat chrzanowski";"as of the end of December";"males";"2024";1132;"person";"";
1203000;"Powiat chrzanowski";"as of the end of December";"below 25 years";"2024";276;"person";"";
1203000;"Powiat chrzanowski";"as of the end of December";"below 30 years";"2024";511;"person";"";
1203000;"Powiat chrzanowski";"as of the end of December";"over 50 years";"2024";660;"person";"";
