"Code";"Name";"Period";"Unemployed";"Year";"Value";"Measure Unit";"Attribute";
2862000;"City with powiat status Olsztyn";"as of the end of December";"below 30 years";"2024";340;"person";"";
2862000;"City with powiat status Olsztyn";"as of the end of December";"over 50 years";"2024";511;"person";"";
2862000;"City with powiat status Olsztyn";"as of the end of December";"long-term unemployed";"2024";489;"person";"";
3000000;"WIELKOPOLSKIE";"as of the end of December";"total";"2024";46625;"person";"";
3000000;"WIELKOPOLSKIE";"as of the end of December";"females";"2024";26732;"person";"";
3000000;"WIELKOPOLSKIE";"as of the end of December";"males";"2024";19893;"person";"";
3000000;"WIELKOPOLSKIE";"as of the end of December";"below 25 years";"2024";7245;"person";"";
3000000;"WIELKOPOLSKIE";"as of the end of December";"below 30 years";"2024";12342;"person";"";
3000000;"WIELKOPOLSKIE";"as of the end of December";"over 50 years";"2024";11979;"person";"";
3000000;"WIELKOPOLSKIE";"as of the end of December";"long-term unemployed";"2024";18370;"person";"";
3001000;"Powiat chodzieski";"as of the end of December";"total";"2024";1392;"person";"";
3001000;"Powiat chodzieski";"as of the end of December";"females";"2024";821;"person";"";
3001000;"Powiat chodzieski";"as of the end of December";"males";"2024";571;"person";"";
3001000;"Powiat chodzieski";"as of the end of December";"below 25 years";"2024";207;"person";"";
3001000;"Powiat chodzieski";"as of the end of December";"below 30 years";"2024";376;"person";"";
3001000;"Powiat chodzieski";"as of the end of December";"over 50 years";"2024";366;"person";"";
3001000;"Powiat chodzieski";"as of the end of December";"long-term unemployed";"2024";714;"person";"";
3002000;"Powiat czarnkowsko-trzcianecki";"as of the end of December";"total";"2024";1436;"person";"";
3002000;"Powiat czarnkowsko-trzcianecki";"as of the end of December";"females";"2024";800;"person";"";
3002000;"Powiat czarnkowsko-trzcianecki";"as of the end of December";"males";"2024";636;"person";"";
3002000;"Powiat czarnkowsko-trzcianecki";"as of the end of December";"below 25 years";"2024";263;"person";"";
3002000;"Powiat czarnkowsko-trzcianecki";"as of the end of December";"below 30 years";"2024";410;"person";"";
3002000;"Powiat czarnkowsko-trzcianecki";"as of the end of December";"over 50 years";"2024";381;"person";"";
3002000;"Powiat czarnkowsko-trzcianecki";"as of the end of December";"long-term unemployed";"2024";502;"person";"";
3003000;"Powiat gnieźnieński";"as of the end of December";"total";"2024";2180;"person";"";
3003000;"Powiat gnieźnieński";"as of the end of December";"females";"2024";1236;"person";"";
3003000;"Powiat gnieźnieński";"as of the end of December";"males";"2024";944;"person";"";
3003000;"Powiat gnieźnieński";"as of the end of December";"below 25 years";"2024";295;"person";"";
3003000;"Powiat gnieźnieński";"as of the end of December";"below 30 years";"2024";497;"person";"";
3003000;"Powiat gnieźnieński";"as of the end of December";"over 50 years";"2024";610;"person";"";
3003000;"Powiat gnieźnieński";"as of the end of December";"long-term unemployed";"2024";833;"person";"";
3004000;"Powiat gostyński";"as of the end of December";"total";"2024";1569;"person";"";
3004000;"Powiat gostyński";"as of the end of December";"females";"2024";867;"person";"";
3004000;"Powiat gostyński";"as of the end of December";"males";"2024";702;"person";"";
3004000;"Powiat gostyński";"as of the end of December";"below 25 years";"2024";296;"person";"";
3004000;"Powiat gostyński";"as of the end of December";"below 30 years";"2024";466;"person";"";
3004000;"Powiat gostyński";"as of the end of December";"over 50 years";"2024";368;"person";"";
3004000;"Powiat gostyński";"as of the end of December";"long-term unemployed";"2024";660;"person";"";
3005000;"Powiat grodziski";"as of the end of December";"total";"2024";985;"person";"";
3005000;"Powiat grodziski";"as of the end of December";"females";"2024";542;"person";"";
3005000;"Powiat grodziski";"as of the end of December";"males";"2024";443;"person";"";
3005000;"Powiat grodziski";"as of the end of December";"below 25 years";"2024";174;"person";"";
3005000;"Powiat grodziski";"as of the end of December";"below 30 years";"2024";267;"person";"";
3005000;"Powiat grodziski";"as of the end of December";"over 50 years";"2024";257;"person";"";
3005000;"Powiat grodziski";"as of the end of December";"long-term unemployed";"2024";454;"person";"";
3006000;"Powiat jarociński";"as of the end of December";"total";"2024";1241;"person";"";
3006000;"Powiat jarociński";"as of the end of December";"females";"2024";740;"person";"";
3006000;"Powiat jarociński";"as of the end of December";"males";"2024";501;"person";"";
3006000;"Powiat jarociński";"as of the end of December";"below 25 years";"2024";223;"person";"";
3006000;"Powiat jarociński";"as of the end of December";"below 30 years";"2024";349;"person";"";
3006000;"Powiat jarociński";"as of the end of December";"over 50 years";"2024";297;"person";"";
3006000;"Powiat jarociński";"as of the end of December";"long-term unemployed";"2024";493;"person";"";
3007000;"Powiat kaliski";"as of the end of December";"total";"2024";1013;"person";"";
3007000;"Powiat kaliski";"as of the end of December";"females";"2024";558;"person";"";
3007000;"Powiat kaliski";"as of the end of December";"males";"2024";455;"person";"";
3007000;"Powiat kaliski";"as of the end of December";"below 25 years";"2024";192;"person";"";
3007000;"Powiat kaliski";"as of the end of December";"below 30 years";"2024";312;"person";"";
3007000;"Powiat kaliski";"as of the end of December";"over 50 years";"2024";267;"person";"";
3007000;"Powiat kaliski";"as of the end of December";"long-term unemployed";"2024";470;"person";"";
3008000;"Powiat kępiński";"as of the end of December";"total";"2024";516;"person";"";
3008000;"Powiat kępiński";"as of the end of December";"females";"2024";315;"person";"";
3008000;"Powiat kępiński";"as of the end of December";"males";"2024";201;"person";"";
3008000;"Powiat kępiński";"as of the end of December";"below 25 years";"2024";102;"person";"";
3008000;"Powiat kępiński";"as of the end of December";"below 30 years";"2024";157;"person";"";
3008000;"Powiat kępiński";"as of the end of December";"over 50 years";"2024";139;"person";"";
3008000;"Powiat kępiński";"as of the end of December";"long-term unemployed";"2024";215;"person";"";
3009000;"Powiat kolski";"as of the end of December";"total";"2024";1021;"person";"";
3009000;"Powiat kolski";"as of the end of December";"females";"2024";589;"person";"";
3009000;"Powiat kolski";"as of the end of December";"males";"2024";432;"person";"";
3009000;"Powiat kolski";"as of the end of December";"below 25 years";"2024";216;"person";"";
3009000;"Powiat kolski";"as of the end of December";"below 30 years";"2024";353;"person";"";
3009000;"Powiat kolski";"as of the end of December";"over 50 years";"2024";248;"person";"";
3009000;"Powiat kolski";"as of the end of December";"long-term unemployed";"2024";283;"person";"";
3010000;"Powiat koniński";"as of the end of December";"total";"2024";3424;"person";"";
3010000;"Powiat koniński";"as of the end of December";"females";"2024";2085;"person";"";
3010000;"Powiat koniński";"as of the end of December";"males";"2024";1339;"person";"";
3010000;"Powiat koniński";"as of the end of December";"below 25 years";"2024";622;"person";"";
3010000;"Powiat koniński";"as of the end of December";"below 30 years";"2024";1068;"person";"";
3010000;"Powiat koniński";"as of the end of December";"over 50 years";"2024";691;"person";"";
3010000;"Powiat koniński";"as of the end of December";"long-term unemployed";"2024";1817;"person";"";
3011000;"Powiat kościański";"as of the end of December";"total";"2024";890;"person";"";
3011000;"Powiat kościański";"as of the end of December";"females";"2024";572;"person";"";
3011000;"Powiat kościański";"as of the end of December";"males";"2024";318;"person";"";
3011000;"Powiat kościański";"as of the end of December";"below 25 years";"2024";129;"person";"";
3011000;"Powiat kościański";"as of the end of December";"below 30 years";"2024";234;"person";"";
3011000;"Powiat kościański";"as of the end of December";"over 50 years";"2024";242;"person";"";
3011000;"Powiat kościański";"as of the end of December";"long-term unemployed";"2024";357;"person";"";
3012000;"Powiat krotoszyński";"as of the end of December";"total";"2024";1073;"person";"";
3012000;"Powiat krotoszyński";"as of the end of December";"females";"2024";605;"person";"";
3012000;"Powiat krotoszyński";"as of the end of December";"males";"2024";468;"person";"";
3012000;"Powiat krotoszyński";"as of the end of December";"below 25 years";"2024";196;"person";"";
3012000;"Powiat krotoszyński";"as of the end of December";"below 30 years";"2024";305;"person";"";
3012000;"Powiat krotoszyński";"as of the end of December";"over 50 years";"2024";289;"person";"";
3012000;"Powiat krotoszyński";"as of the end of December";"long-term unemployed";"2024";430;"person";"";
3013000;"Powiat leszczyński";"as of the end of December";"total";"2024";611;"person";"";
3013000;"Powiat leszczyński";"as of the end of December";"females";"2024";376;"person";"";
3013000;"Powiat leszczyński";"as of the end of December";"males";"2024";235;"person";"";
3013000;"Powiat leszczyński";"as of the end of December";"below 25 years";"2024";131;"person";"";
3013000;"Powiat leszczyński";"as of the end of December";"below 30 years";"2024";193;"person";"";
3013000;"Powiat leszczyński";"as of the end of December";"over 50 years";"2024";147;"person";"";
3013000;"Powiat leszczyński";"as of the end of December";"long-term unemployed";"2024";203;"person";"";
3014000;"Powiat międzychodzki";"as of the end of December";"total";"2024";630;"person";"";
3014000;"Powiat międzychodzki";"as of the end of December";"females";"2024";395;"person";"";
3014000;"Powiat międzychodzki";"as of the end of December";"males";"2024";235;"person";"";
3014000;"Powiat międzychodzki";"as of the end of December";"below 25 years";"2024";125;"person";"";
3014000;"Powiat międzychodzki";"as of the end of December";"below 30 years";"2024";207;"person";"";
3014000;"Powiat międzychodzki";"as of the end of December";"over 50 years";"2024";144;"person";"";
3014000;"Powiat międzychodzki";"as of the end of December";"long-term unemployed";"2024";202;"person";"";
3015000;"Powiat nowotomyski";"as of the end of December";"total";"2024";720;"person";"";
